eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT,AT1,AT2,CB,CB1,CB2,CB3,CC,CC1,CC2,CC3,CW,EI,FC1,MT1,MT2,NP,NP1,NP2,NS1,NS2,RS,RS1,RS2,SI,SL,SS,UN,Z,AGR,APP,APR,AVS,BAG,CIV,ENC,GBS,GFT,GOV,KMI,LVS,RPL,STA,TMP,TSR,TSU
2B006.b.1           ,EU_ECCN_2B006B1,EN,1/1/1980,11/24/2020,EU_ECCN_2B006B,1/1/2050,"1. ‘Non-contact type measuring systems’ with a &quot;resolution&quot; equal to or less (better) than 0,2 µm within 0 to 0,2 mm of the ‘measuring range’;",EU,,"Technical Notes: For the purposes of 2B006.b.1.: 1. ‘non-contact type measuring systems’ are designed to measure the distance between the probe and measured object along a single vector, where the probe or measured object is in motion. 2. ‘measuring range’ means the distance between the minimum and maximum working distance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B006.b.2           ,EU_ECCN_2B006B2,EN,1/1/1980,11/24/2020,EU_ECCN_2B006B,1/1/2050,2. Linear position feedback units specially designed for machine tools and having an overall &quot;accuracy&quot; less (better) than (800 + (600 x L/1 000)) nm (L equals effective length in mm);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B006.b.3           ,EU_ECCN_2B006B3,EN,1/1/1980,11/24/2020,EU_ECCN_2B006B,1/1/2050,"3. Measuring systems having all of the following: a. Containing a &quot;laser&quot;; b. A &quot;resolution&quot; over their full scale of 0,200 nm or less (better); and c. Capable of achieving a &quot;measurement uncertainty&quot; equal to or less (better) than (1,6 + L/2 000) nm (L is the measured length in mm) at any point within a measuring range, when compensated for the refractive index of air and measured over a period of 30 seconds at a temperature of 20±0,01°C; or",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B006.b.4           ,EU_ECCN_2B006B4,EN,1/1/1980,11/24/2020,EU_ECCN_2B006B,1/1/2050,4. &quot;Electronic assemblies&quot; specially designed to provide feedback capability in systems specified in 2B006.b.3.;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B006.c             ,EU_ECCN_2B006C,EN,1/1/1980,11/24/2020,EU_ECCN_2B006,1/1/2050,"c. Rotary position feedback units specially designed for machine tools or angular displacement measuring instruments, having an angular position &quot;accuracy&quot; equal to or less (better) than 0,9 second of arc;",EU,,"Note: 2B006.c. does not control optical instruments, such as autocollimators, using collimated light (e.g. &quot;laser&quot; light) to detect angular displacement of a mirror.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B006.d             ,EU_ECCN_2B006D,EN,1/1/1980,11/24/2020,EU_ECCN_2B006,1/1/2050,"d. Equipment for measuring surface roughness (including surface defects), by measuring optical scatter with a sensitivity of 0,5 nm or less (better).",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B007               ,EU_ECCN_2B007,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,″Robots″ having any of the following characteristics and specially designed controllers and ″end-effectors″ therefor - ,EU,,N.B. -  SEE ALSO 2B207.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B007.b             ,EU_ECCN_2B007B,EN,1/1/1980,11/24/2020,EU_ECCN_2B007,1/1/2050,b. Specially designed to comply with national safety standards applicable to potentially explosive munitions environments;,EU,,Note - 2B007.b. does not control &quot;robots&quot; specially designed for paint-spraying booths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B007.c             ,EU_ECCN_2B007C,EN,1/1/1980,11/24/2020,EU_ECCN_2B007,1/1/2050,c. Specially designed or rated as radiation-hardened to withstand a total radiation dose greater than 5 x 10^3 Gy (silicon) without operational degradation; or,EU,,Technical Note: The term Gy(silicon) refers to the energy in Joules per kilogram absorbed by an unshielded silicon sample when exposed to ionising radiation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B007.d             ,EU_ECCN_2B007D,EN,1/1/1980,11/24/2020,EU_ECCN_2B007,1/1/2050,d. Specially designed to operate at altitudes exceeding 30 000 m.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B008               ,EU_ECCN_2B008,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"'Compound rotary tables' and &quot;tilting spindles&quot;, specially designed for machine tools, as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B008.c             ,EU_ECCN_2B008C,EN,1/1/1980,11/24/2020,EU_ECCN_2B008,1/1/2050,"c. 'Compound rotary tables' having all of the following: 1. Designed for machine tools for turning, milling or grinding; and 2. Two rotary axes designed to be coordinated simultaneously for “contouring control”;",EU,,Technical Note: A 'compound rotary table' is a table allowing the workpiece to rotate and tilt about two non-parallel axes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B008.d             ,EU_ECCN_2B008D,EN,1/1/1980,11/24/2020,EU_ECCN_2B008,1/1/2050,"d. &quot;Tilting spindles&quot; having all of the following : 1. Designed for machine tools for turning, milling or grinding; and 2. Designed to be coordinated simultaneously for &quot;contouring control&quot;.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B009               ,EU_ECCN_2B009,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Spin-forming machines and flow-forming machines, which, according to the manufacturer's technical specification, can be equipped with &quot;numerical control&quot; units or a computer control and having all of the following: a. Three or more axes which can be coordinated simultaneously for &quot;contouring control&quot;; and b. A roller force more than 60 kN.",EU,,"N.B. -  SEE ALSO 2B109 AND 2B209.   Technical Note: For the purpose of 2B009, machines combining the function of spin-forming and flow-forming are regarded as flow-forming machines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B104               ,EU_ECCN_2B104,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"&quot;Isostatic presses&quot;?, other than those specified in 2B004, having all of the following: a. Maximum working pressure of 69 MPa or greater; b. Designed to achieve and maintain a controlled thermal environment of 873 K (600°C) or greater; and c. Possessing a chamber cavity with an inside diameter of 254 mm or greater. ",EU,,N.B. -  SEE ALSO 2B204.   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B105               ,EU_ECCN_2B105,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Chemical vapour deposition (CVD) furnaces, other than those specified in 2B005.a., designed or modified for the densification of carbon-carbon composites.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B109               ,EU_ECCN_2B109,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Flow-forming machines, other than those specified in 2B009, usable in the &quot;production&quot; of propulsion components and equipment (e.g. motor cases and interstages) for &quot;missiles&quot;, and specially designed components as follows:",EU,,N.B. SEE ALSO 2B209. Technical Note: Machines combining the function of spin-forming and flow-forming are for the purpose of 2B109 regarded as flow-forming machines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B109.a             ,EU_ECCN_2B109A,EN,1/1/1980,11/24/2020,EU_ECCN_2B109,1/1/2050,"a. Flow-forming machines having all of the following: 1. Equipped with, or according to the manufacturer's technical specification are capable of being equipped with &quot;numerical control&quot; units or computer control; and 2. More than two axes which can be coordinated simultaneously for &quot;contouring control&quot;.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B109.b             ,EU_ECCN_2B109B,EN,1/1/1980,11/24/2020,EU_ECCN_2B109,1/1/2050,b. Specially designed components for flow-forming machines specified in 2B009 or 2B109.a.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B116               ,EU_ECCN_2B116,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Vibration test systems, equipment and components therefor, as follows - ",EU,,"Technical Note - In 2B116, 'bare table' means a flat table, or surface, with no fixture or fittings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B116.a             ,EU_ECCN_2B116A,EN,1/1/1980,11/24/2020,EU_ECCN_2B116,1/1/2050,"a. Vibration test systems employing feedback or closed loop techniques and incorporating a digital controller, capable of vibrating a system at an acceleration equal to or greater than 10 g rms between 20 Hzand 2 kHz while imparting forces equal to or greater than 50 kN, measured &quot;bare table&quot;;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B116.b             ,EU_ECCN_2B116B,EN,1/1/1980,11/24/2020,EU_ECCN_2B116,1/1/2050,"b. Digital controllers, combined with specially designed vibration test software, with a &quot;real-time control bandwidth&quot; greater than 5 kHz designed for use with vibration test systems specified in 2B116.a.; ",EU,,"Technical Note - In 2B116.b., 'real-time control bandwidth' means the maximum rate at which a controller can execute complete cycles of sampling, processing data and transmitting control signals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B116.c             ,EU_ECCN_2B116C,EN,1/1/1980,11/24/2020,EU_ECCN_2B116,1/1/2050,"c. Vibration thrusters (shaker units), with or without associated amplifiers, capable of imparting a force equal to or greater than 50 kN, measured 'bare table', and usable in vibration test systems specified in2B116.a.;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B116.d             ,EU_ECCN_2B116D,EN,1/1/1980,11/24/2020,EU_ECCN_2B116,1/1/2050,"d. Test piece support structures and electronic units designed to combine multiple shaker units in a system capable of providing an effective combined force equal to or greater than 50 kN, measured 'bare table',and usable in vibration systems specified in 2B116.a.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B117               ,EU_ECCN_2B117,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Equipment and process controls, other than those specified in 2B004, 2B005.a., 2B104 or 2B105, designed or modified for densification and pyrolysis of structural composite rocket nozzles and reentry vehicle nosetips.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B119               ,EU_ECCN_2B119,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Balancing machines and related equipment, as follows - ",EU,,N.B. -  SEE ALSO 2B219.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B119.a             ,EU_ECCN_2B119A,EN,1/1/1980,11/24/2020,EU_ECCN_2B119,1/1/2050,"a. Balancing machines having all the following characteristics - 1. Not capable of balancing rotors/assemblies having a mass greater than 3kg; 2. Capable of balancing rotors/assemblies at speeds greater than 12500 rpm; 3. Capable of correcting unbalance in two planes or more; and 4. Capable of balancing to a residual specific unbalance of 0,2g mm per kg of rotor mass; ",EU,,Note: 2B119.a. does not control balancing machines designed or modified for dental or other medical equipment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B119.b             ,EU_ECCN_2B119B,EN,1/1/1980,11/24/2020,EU_ECCN_2B119,1/1/2050,b. Indicator heads designed or modified for use with machines specified in 2B119.a. ,EU,,Technical Note - Indicator heads are sometimes known as balancing instrumentation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B120               ,EU_ECCN_2B120,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Motion simulators or rate tables having all of the following characteristics - a. Two axes or more; b. Designed or modified to incorporate slip rings or integrated non-contact devices capable of transferring electrical power, signal information, or both; and c. Having any of the following characteristics - 1. For any single axis having all of the following - a. Capable of rates of 400 degrees/s or more, or 30 degrees/s or less; and b. A rate resolution equal to or less than 6 degrees/s and an accuracy equal to or less than 0,6 degrees/s; 2. Having a worst-case rate stability equal to or better (less) than plus or minus 0,05 % averaged over 10 degrees or more; or 3. A positioning ″accuracy″ equal to or less (better) than 5 arc second. ",EU,,Note 1:2B120 does not control rotary tables designed or modified for machine tools or for medical equipment. For controls on machine tool rotary tables see 2B008.   Note 2:Motion simulators or rate tables specified in 2B120 remain controlled whether or not slip rings or integrated non-contact devices are fitted at time of export.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B121               ,EU_ECCN_2B121,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Positioning tables (equipment capable of precise rotary positioning in any axes), other than those specified in 2B120, having all the following characteristics - a. Two axes or more; and b. A positioning ?accuracy? equal to or less (better) than 5 arc second. ",EU,,Note: 2B121 does not control rotary tables designed or modified for machine tools or for medical equipment. For controls on machine tool rotary tables see 2B008.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B122               ,EU_ECCN_2B122,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Centrifuges capable of imparting accelerations above 100 g and designed or modified to incorporate slip rings or integrated non-contact devices capable of transferring electrical power, signal information, or both. ",EU,,Note:Centrifuges specified in 2B122 remain controlled whether or not slip rings or integrated non-contact devices are fitted at time of export.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201               ,EU_ECCN_2B201,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Machine tools and any combination thereof, other than those specified in 2B001, as follows, for removing or cutting metals, ceramics or &quot;composites&quot;, which, according to the manufacturer’s technical specification, can be equipped with electronic devices for simultaneous &quot;contouring control&quot; in two or more axes:",EU,,"Technical Note: Stated positioning accuracy levels derived under the following procedures from measurements made according to ISO 230-2:1988 (6) or national equivalents may be used for each machine tool model if provided to, and accepted by, national authorities instead of individual machine tests. Determination of stated positioning accuracy: a. Select five machines of a model to be evaluated; b. Measure the linear axis accuracies according to ISO 230-2:1988 (6); c. Determine the accuracy values (A) for each axis of each machine. The method of calculating the accuracy value is described in the ISO 230-2:1988 (6) standard; d. Determine the average accuracy value of each axis. This average value becomes the stated positioning accuracy of each axis for the model (Âx Ây …); e. Since Item 2B201 refers to each linear axis, there will be as many stated positioning accuracy values as there are linear axes; f. If any axis of a machine tool not specified in 2B201.a., 2B201.b. or 2B201.c. has a stated positioning accuracy of 6 µm or better (less) for grinding machines, and 8 µm or better (less) for milling and turning machines, both according to ISO 230-2:1988 (6), then the builder should be required to reaffirm the accuracy level once every eighteen months. Note 1: 2B201 does not control special purpose machine tools limited to the manufacture of any of the following parts: a. Gears; b. Crankshafts or camshafts; c. Tools or cutters; d. Extruder worms. Note 2: A machine tool having at least two of the three turning, milling or grinding capabilities (e.g., a turning machine with milling capability), must be evaluated against each applicable entry 2B201.a., b. or c.Note 3: 2B201.a.3. and 2B201.b.3. include machines based on a parallel linear kinematic design (e.g., hexapods) that have 5 or more axes none of which is a rotary axis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.a             ,EU_ECCN_2B201A,EN,1/1/1980,11/24/2020,EU_ECCN_2B201,1/1/2050,"a. Machine tools for milling, having any of the following characteristics -",EU,,Note - 2B201.a. does not control milling machines having the following characteristics - a. X-axis travel greater than 2 m; and     b. Overall positioning accuracy on the x-axis more (worse) than 30 µm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.a.1           ,EU_ECCN_2B201A1,EN,1/1/1980,11/24/2020,EU_ECCN_2B201A,1/1/2050,1. Positioning accuracies with &quot;all compensations available&quot; equal to or less (better) than 6 µm according to ISO 230/2 (1988)1 or national equivalents along any linear axis; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.a.2           ,EU_ECCN_2B201A2,EN,1/1/1980,11/24/2020,EU_ECCN_2B201A,1/1/2050,2. Two or more contouring rotary axes; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.a.3           ,EU_ECCN_2B201A3,EN,1/1/1980,11/24/2020,EU_ECCN_2B201A,1/1/2050,3. Five or more axes which can be coordinated simultaneously for &quot;contouring control&quot;;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.b             ,EU_ECCN_2B201B,EN,1/1/1980,11/24/2020,EU_ECCN_2B201,1/1/2050,"b. Machine tools for grinding, having any of the following characteristics:",EU,,"Note: 2B201.b. does not control grinding machines as follows: a. Cylindrical external, internal, and external-internal grinding machines having all of the following characteristics: 1. Limited to a maximum workpiece capacity of 150 mm outside diameter or length; and 2. Axes limited to x, z and c; b. Jig grinders that do not have a z-axis or a w-axis with an overall positioning accuracy less (better) than 4 µm according to ISO 230-2:19881 or national equivalents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.b.1           ,EU_ECCN_2B201B1,EN,1/1/1980,11/24/2020,EU_ECCN_2B201B,1/1/2050,1. Positioning accuracies with ″all compensations available″ equal to or less (better) than 4 μm according to ISO 230/2 (1988) (Member State in which they are established.) or national equivalents along any linear axis; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.b.2           ,EU_ECCN_2B201B2,EN,1/1/1980,11/24/2020,EU_ECCN_2B201B,1/1/2050,2. Two or more contouring rotary axes; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.b.3           ,EU_ECCN_2B201B3,EN,1/1/1980,11/24/2020,EU_ECCN_2B201B,1/1/2050,3. Five or more axes which can be coordinated simultaneously for &quot;contouring control&quot;;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B201.c             ,EU_ECCN_2B201C,EN,1/1/1980,11/24/2020,EU_ECCN_2B201,1/1/2050,"c. Machine tools for turning, that have 'positioning accuracies' with &quot;all compensations available&quot; better (less) than 6 µm according to ISO 230/2 (1988) along any linear axis (overall positioning) for machines capable of machining diameters greater than 35 mm;",EU,,"Note: 2B201.c. does not control bar machines (Swissturn), limited to machining only bar feed thru, if maximum bar diameter is equal to or less than 42 mm and there is no capability of mounting chucks. Machines may have drilling and/or milling capabilities for machining parts with diameters less than 42 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B204               ,EU_ECCN_2B204,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"″Isostatic presses″, other than those specified in 2B004 or 2B104, and related equipment, as follows - ",EU,,"Technical Note - In 2B204 the inside chamber dimension is that of the chamber in which both the working temperature and the working pressure are achieved and does not include fixtures. That dimension will be the smaller of either the inside diameter of the pressure chamber or the inside diameter of the insulated furnace chamber, depending on which of the two chambers islocated inside the other.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B204.a             ,EU_ECCN_2B204A,EN,1/1/1980,11/24/2020,EU_ECCN_2B204,1/1/2050,a. ″Isostatic presses″ having both of the following characteristics - 1. Capable of achieving a maximum working pressure of 69 MPa or greater; and 2. A chamber cavity with an inside diameter in excess of 152 mm;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B204.b             ,EU_ECCN_2B204B,EN,1/1/1980,11/24/2020,EU_ECCN_2B204,1/1/2050,"b. Dies, moulds and controls, specially designed for ″isostatic presses″ specified in 2B204.a.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206               ,EU_ECCN_2B206,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Dimensional inspection machines, instruments or systems, other than those specified in 2B006, as follows - ",EU,,Note 1 - Machine tools that can be used as measuring machines are controlled if they meet or exceed the criteria specified for the machine tool function or the measuring machine function. Note 2 - A machine specified in 2B206 is controlled if it exceeds the control threshold anywhere within its operating range. Technical Notes - All parameters of measurement values in 2B206 represent plus/minus i.e. not total band.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206.a             ,EU_ECCN_2B206A,EN,1/1/1980,11/24/2020,EU_ECCN_2B206,1/1/2050,a. Computer controlled or numerically controlled coordinate measuring machines (CMM) having either of the following characteristics:,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206.a.1           ,EU_ECCN_2B206A1,EN,1/1/1980,11/24/2020,EU_ECCN_2B206A,1/1/2050,"1. Having only two axes and having a maximum permissible error of length measurement along any axis (one dimensional), identified as any combination of E0x,MPE, E0y,MPE, or E0z,MPE, equal to or less (better) than (1,25 + L/1000) µm (where L is the measured length in mm) at any point within the operating range of the machine (i.e., within the length of the axis), according to ISO 10360-2(2009); or",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206.a.2           ,EU_ECCN_2B206A2,EN,1/1/1980,11/24/2020,EU_ECCN_2B206A,1/1/2050,"2. Three or more axes and having a three dimensional (volumetric) maximum permissible error of length measurement (E0,MPE) equal to or less (better) than (1,7 + L/800) µm (where L is the measured length in mm) at any point within the operating range of the machine (i.e., within the length of the axis), according to ISO 10360-2(2009);",EU,,"Technical Note: The E0,MPE of the most accurate configuration of the CMM specified according to ISO 10360-2(2009) by the manufacturer (e.g., best of the following: probe, stylus, length, motion parameters, environments) and with all compensations available shall be compared to the 1,7 + L/800 µm threshold.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206.b             ,EU_ECCN_2B206B,EN,1/1/1980,11/24/2020,EU_ECCN_2B206,1/1/2050,"b. Systems for simultaneous linear-angular inspection of hemishells, having both of the following characteristics - 1. ″Measurement uncertainty″ along any linear axis equal to or less (better) than 3,5 μm per 5 mm;and 2. ″Angular position deviation″ equal to or less than 0.02°.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206.c             ,EU_ECCN_2B206C,EN,1/1/1980,11/24/2020,EU_ECCN_2B206,1/1/2050,"c. 'Linear displacement' measuring systems having all of the following characteristics: 1. Containing a &quot;laser&quot;; and 2. Capable of maintaining, for at least 12 hours, at a temperature of ± 1 K (± 1°C); around a standard temperature and standard pressure, all of the following: a. A &quot;resolution&quot; over their full scale of 0,1 µm or better; and b. With a &quot;measurement uncertainty&quot; equal to or better (less) than (0,2 + L/2 000) µm (L is the measured length in mm).",EU,,"Technical Note: For the purpose of 2B206.c. 'linear displacement' means the change of distance between the measuring probe and the measured object. Note: 2B206.c. does not control measuring interferometer systems, without closed or open loop feedback, containing a laser to measure slide movement errors of machine tools, dimensional inspection machines, or similar equipment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B206.d             ,EU_ECCN_2B206D,EN,1/1/1980,11/24/2020,EU_ECCN_2B206,1/1/2050,"d. Linear variable differential transformer (LVDT) systems having both of the following characteristics: 1. Having any of the following: a. &quot;Linearity&quot; equal to or less (better) than 0.1% measured from 0 to the full operating range, for LVDTs with an operating range up to 5 mm; or b. &quot;Linearity&quot; equal to or less (better) than 0.1% measured from 0 to 5 mm for LVDTs with an operating range greater than 5 mm; and 2. Drift equal to or better (less) than 0.1% per day at a standard ambient test room temperature ±1 K (± 1°C).",EU,,Technical Note: For the purpose of 2B206.d. 'linear displacement' means the change of distance between the measuring probe and the measured object.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B207               ,EU_ECCN_2B207,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"″Robots″, ″end-effectors″ and control units, other than those specified in 2B007, as follows -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B207.a             ,EU_ECCN_2B207A,EN,1/1/1980,11/24/2020,EU_ECCN_2B207,1/1/2050,"a. ″Robots″ or ″end-effectors″ specially designed to comply with national safety standards applicable to handling high explosives (for example, meeting electrical code ratings for high explosives);",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B207.b             ,EU_ECCN_2B207B,EN,1/1/1980,11/24/2020,EU_ECCN_2B207,1/1/2050,b. Control units specially designed for any of the ″robots″ or ″end-effectors″ specified in 2B207.a.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B209               ,EU_ECCN_2B209,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Flow forming machines, spin forming machines capable of flow forming functions, other than those specified in 2B009 or 2B109, and mandrels, as follows -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B209.a             ,EU_ECCN_2B209A,EN,1/1/1980,11/24/2020,EU_ECCN_2B209,1/1/2050,"a. Machines having both of the following characteristics - 1. Three or more rollers (active or guiding); and 2. Which, according to the manufacturer's technical specification, can be equipped with ″numerical control″ units or a computer control; ",EU,,"Note: 2B209.a. includes machines which have only a single roller designed to deform metal plus two auxiliary rollers which support the mandrel, but do not participate directly in the deformation process.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B209.b             ,EU_ECCN_2B209B,EN,1/1/1980,11/24/2020,EU_ECCN_2B209,1/1/2050,b. Rotor-forming mandrels designed to form cylindrical rotors of inside diameter between 75 mm and 400 mm.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B219               ,EU_ECCN_2B219,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Centrifugal multiplane balancing machines, fixed or portable, horizontal or vertical, as follows -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B219.a             ,EU_ECCN_2B219A,EN,1/1/1980,11/24/2020,EU_ECCN_2B219,1/1/2050,"a. Centrifugal balancing machines designed for balancing flexible rotors having a length of 600 mm or more and having all of the following characteristics - 1. Swing or journal diameter greater than 75 mm; 2. Mass capability of from 0,9 to 23 kg; and 3. Capable of balancing speed of revolution greater than 5 000 r.p.m.;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B219.b             ,EU_ECCN_2B219B,EN,1/1/1980,11/24/2020,EU_ECCN_2B219,1/1/2050,"b. Centrifugal balancing machines designed for balancing hollow cylindrical rotor components and having all of the following characteristics: 1. Journal diameter greater than 75 mm; 2. Mass capability of from 0,9 to 23 kg; 3. A minimum achievable residual specific unbalance equal to or less than 10 g mm/kg per plane; and 4. Belt drive type.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B225               ,EU_ECCN_2B225,EN,1/1/1980,11/24/2020,EU_ECCN_2B,1/1/2050,"Remote manipulators that can be used to provide remote actions in radiochemical separation operations or hot cells, having either of the following characteristics - ",EU,,Technical Note - Remote manipulators provide translation of human operator actions to a remote operating arm and terminal fixture. They may be of 'master/slave' type or operated by joystick or keypad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
